Entity,Code,Date,DailyChangeInTotalTestsPerK
Hungary,HUN,23-Mar-20,0.111
Hungary,HUN,24-Mar-20,0.062
Hungary,HUN,25-Mar-20,0.073
Hungary,HUN,26-Mar-20,0.123
Hungary,HUN,27-Mar-20,0.132
Hungary,HUN,28-Mar-20,0.107
Hungary,HUN,29-Mar-20,0.192
Hungary,HUN,30-Mar-20,0.12
Hungary,HUN,31-Mar-20,0.088
Hungary,HUN,01-Apr-20,0.11
Hungary,HUN,02-Apr-20,0.124
Hungary,HUN,03-Apr-20,0.142
Hungary,HUN,04-Apr-20,0.172
Hungary,HUN,05-Apr-20,0.19
Hungary,HUN,06-Apr-20,0.107
Hungary,HUN,07-Apr-20,0.152
Hungary,HUN,08-Apr-20,0.208
Hungary,HUN,09-Apr-20,0.216
Hungary,HUN,10-Apr-20,0.221
Hungary,HUN,11-Apr-20,0.209
Hungary,HUN,12-Apr-20,0.163
Hungary,HUN,13-Apr-20,0.134
Hungary,HUN,14-Apr-20,0.105
Hungary,HUN,15-Apr-20,0.156
Hungary,HUN,16-Apr-20,0.121
Hungary,HUN,17-Apr-20,0.322
Hungary,HUN,18-Apr-20,0.24
Hungary,HUN,19-Apr-20,0.255
Iceland,ISL,27-Feb-20,0.067
Iceland,ISL,28-Feb-20,0.038
Iceland,ISL,29-Feb-20,0.093
Iceland,ISL,01-Mar-20,0.064
Iceland,ISL,02-Mar-20,0.14
Iceland,ISL,03-Mar-20,0.131
Iceland,ISL,04-Mar-20,0.236
Iceland,ISL,05-Mar-20,0.181
Iceland,ISL,06-Mar-20,0.166
Iceland,ISL,07-Mar-20,0.169
Iceland,ISL,08-Mar-20,0.108
Iceland,ISL,09-Mar-20,0.286
Iceland,ISL,10-Mar-20,0.492
Iceland,ISL,11-Mar-20,0.434
Iceland,ISL,12-Mar-20,0.737
Iceland,ISL,13-Mar-20,1.04
Iceland,ISL,14-Mar-20,0.941
Iceland,ISL,15-Mar-20,3.132
Iceland,ISL,16-Mar-20,4.973
Iceland,ISL,17-Mar-20,4.079
Iceland,ISL,18-Mar-20,5.326
Iceland,ISL,19-Mar-20,3.82
Iceland,ISL,20-Mar-20,1.687
Iceland,ISL,21-Mar-20,1.02
Iceland,ISL,22-Mar-20,0.533
Iceland,ISL,23-Mar-20,1.337
Iceland,ISL,24-Mar-20,2.817
Iceland,ISL,25-Mar-20,2.587
Iceland,ISL,26-Mar-20,2.908
Iceland,ISL,27-Mar-20,2.978
Iceland,ISL,28-Mar-20,2.474
Iceland,ISL,29-Mar-20,2.914
Iceland,ISL,30-Mar-20,4.137
Iceland,ISL,31-Mar-20,4.697
Iceland,ISL,01-Apr-20,4.12
Iceland,ISL,02-Apr-20,3.686
Iceland,ISL,03-Apr-20,4.21
Iceland,ISL,04-Apr-20,5.11
Iceland,ISL,05-Apr-20,7.243
Iceland,ISL,06-Apr-20,3.24
Iceland,ISL,07-Apr-20,5.696
Iceland,ISL,08-Apr-20,4.883
Iceland,ISL,09-Apr-20,4.376
Iceland,ISL,10-Apr-20,1.486
Iceland,ISL,11-Apr-20,1.801
Iceland,ISL,12-Apr-20,0.685
Iceland,ISL,13-Apr-20,2.479
Iceland,ISL,14-Apr-20,3.05
Iceland,ISL,15-Apr-20,2.383
Iceland,ISL,16-Apr-20,3.881
Iceland,ISL,17-Apr-20,4.531
Iceland,ISL,18-Apr-20,4.868
India,IND,19-Mar-20,0
India,IND,20-Mar-20,0.001
India,IND,21-Mar-20,0.001
India,IND,22-Mar-20,0.001
India,IND,23-Mar-20,0.003
India,IND,24-Mar-20,0
India,IND,25-Mar-20,0.003
India,IND,03-Apr-20,0.015
India,IND,04-Apr-20,0.008
India,IND,05-Apr-20,0.007
India,IND,06-Apr-20,0.008
India,IND,07-Apr-20,0.009
India,IND,08-Apr-20,0.01
India,IND,09-Apr-20,0.012
India,IND,10-Apr-20,0.012
India,IND,11-Apr-20,0.013
India,IND,12-Apr-20,0.012
India,IND,13-Apr-20,0.016
India,IND,14-Apr-20,0.02
India,IND,15-Apr-20,0.021
India,IND,16-Apr-20,0.021
India,IND,17-Apr-20,0.023
India,IND,18-Apr-20,0.027
"India, people tested",,19-Mar-20,0
"India, people tested",,20-Mar-20,0.001
"India, people tested",,21-Mar-20,0.001
"India, people tested",,22-Mar-20,0.001
"India, people tested",,23-Mar-20,0.003
"India, people tested",,24-Mar-20,0
"India, people tested",,25-Mar-20,0.003
"India, people tested",,10-Apr-20,0.012
"India, people tested",,11-Apr-20,0.013
"India, people tested",,12-Apr-20,0.012
"India, people tested",,13-Apr-20,0.016
"India, people tested",,14-Apr-20,0.019
"India, people tested",,15-Apr-20,0.021
"India, people tested",,16-Apr-20,0.02
"India, people tested",,17-Apr-20,0.023
"India, people tested",,18-Apr-20,0.026
Indonesia,IDN,17-Mar-20,0
Indonesia,IDN,20-Mar-20,0.001
Indonesia,IDN,23-Mar-20,0
Indonesia,IDN,24-Mar-20,0.001
Indonesia,IDN,28-Mar-20,0.005
Indonesia,IDN,29-Mar-20,0.002
Indonesia,IDN,30-Mar-20,0.001
Indonesia,IDN,31-Mar-20,0
Indonesia,IDN,01-Apr-20,0
Indonesia,IDN,02-Apr-20,0.002
Indonesia,IDN,03-Apr-20,0.002
Indonesia,IDN,04-Apr-20,0.001
Indonesia,IDN,07-Apr-20,0.007
Indonesia,IDN,08-Apr-20,0.004
Indonesia,IDN,09-Apr-20,0.008
Indonesia,IDN,10-Apr-20,0.01
Indonesia,IDN,11-Apr-20,0.001
Indonesia,IDN,12-Apr-20,0.027
Indonesia,IDN,13-Apr-20,0.001
Indonesia,IDN,14-Apr-20,0.016
Indonesia,IDN,15-Apr-20,0.005
Indonesia,IDN,16-Apr-20,0.007
Indonesia,IDN,17-Apr-20,0.008
Indonesia,IDN,18-Apr-20,0.008
Indonesia,IDN,19-Apr-20,0.01
Israel,ISR,27-Jan-20,0
Israel,ISR,30-Jan-20,0
Israel,ISR,03-Feb-20,0.001
Israel,ISR,04-Feb-20,0.001
Israel,ISR,10-Feb-20,0.003
Israel,ISR,11-Feb-20,0.009
Israel,ISR,12-Feb-20,0.004
Israel,ISR,13-Feb-20,0.004
Israel,ISR,14-Feb-20,0.003
Israel,ISR,15-Feb-20,0
Israel,ISR,16-Feb-20,0.003
Israel,ISR,17-Feb-20,0.005
Israel,ISR,18-Feb-20,0.005
Israel,ISR,19-Feb-20,0.004
Israel,ISR,20-Feb-20,0.003
Israel,ISR,21-Feb-20,0.002
Israel,ISR,22-Feb-20,0.001
Israel,ISR,23-Feb-20,0.009
Israel,ISR,24-Feb-20,0.007
Israel,ISR,25-Feb-20,0.012
Israel,ISR,26-Feb-20,0.014
Israel,ISR,27-Feb-20,0.015
Israel,ISR,28-Feb-20,0.013
Israel,ISR,29-Feb-20,0.018
Israel,ISR,01-Mar-20,0.018
Israel,ISR,02-Mar-20,0.02
Israel,ISR,03-Mar-20,0.026
Israel,ISR,04-Mar-20,0.014
Israel,ISR,05-Mar-20,0.02
Israel,ISR,06-Mar-20,0.035
Israel,ISR,07-Mar-20,0.044
Israel,ISR,08-Mar-20,0.055
Israel,ISR,09-Mar-20,0.067
Israel,ISR,10-Mar-20,0.059
Israel,ISR,11-Mar-20,0.059
Israel,ISR,12-Mar-20,0.083
Israel,ISR,13-Mar-20,0.09
Israel,ISR,14-Mar-20,0.074
Israel,ISR,15-Mar-20,0.131
Israel,ISR,16-Mar-20,0.147
Israel,ISR,17-Mar-20,0.245
Israel,ISR,18-Mar-20,0.305
Israel,ISR,19-Mar-20,0.287
Israel,ISR,20-Mar-20,0.303
Israel,ISR,21-Mar-20,0.227
Israel,ISR,22-Mar-20,0.385
Israel,ISR,23-Mar-20,0.444
Israel,ISR,24-Mar-20,0.582
Israel,ISR,25-Mar-20,0.601
Israel,ISR,26-Mar-20,0.638
Israel,ISR,27-Mar-20,0.575
Israel,ISR,28-Mar-20,0.569
Israel,ISR,29-Mar-20,0.745
Israel,ISR,30-Mar-20,0.652
Israel,ISR,31-Mar-20,0.901
Israel,ISR,01-Apr-20,0.943
Israel,ISR,02-Apr-20,1.042
Israel,ISR,03-Apr-20,1.137
Israel,ISR,04-Apr-20,0.763
Israel,ISR,05-Apr-20,1.065
Israel,ISR,06-Apr-20,0.832
Israel,ISR,07-Apr-20,0.757
Israel,ISR,08-Apr-20,0.639
Israel,ISR,09-Apr-20,0.634
Israel,ISR,10-Apr-20,0.686
Israel,ISR,11-Apr-20,0.698
Israel,ISR,12-Apr-20,0.975
Israel,ISR,13-Apr-20,1.032
Israel,ISR,14-Apr-20,1.743
Israel,ISR,15-Apr-20,1.234
Israel,ISR,16-Apr-20,1.091
Israel,ISR,17-Apr-20,1.152
Israel,ISR,18-Apr-20,1.149
Italy,ITA,25-Feb-20,0.073
Italy,ITA,26-Feb-20,0.016
Italy,ITA,27-Feb-20,0.041
Italy,ITA,28-Feb-20,0.062
Italy,ITA,29-Feb-20,0.05
Italy,ITA,01-Mar-20,0.042
Italy,ITA,02-Mar-20,0.038
Italy,ITA,03-Mar-20,0.042
Italy,ITA,04-Mar-20,0.067
Italy,ITA,05-Mar-20,0.043
Italy,ITA,06-Mar-20,0.068
Italy,ITA,07-Mar-20,0.096
Italy,ITA,08-Mar-20,0.133
Italy,ITA,09-Mar-20,0.066
Italy,ITA,10-Mar-20,0.117
Italy,ITA,11-Mar-20,0.21
Italy,ITA,12-Mar-20,0.217
Italy,ITA,13-Mar-20,0.194
Italy,ITA,14-Mar-20,0.198
Italy,ITA,15-Mar-20,0.266
Italy,ITA,16-Mar-20,0.221
Italy,ITA,17-Mar-20,0.181
Italy,ITA,18-Mar-20,0.286
Italy,ITA,19-Mar-20,0.291
Italy,ITA,20-Mar-20,0.408
Italy,ITA,21-Mar-20,0.445
Italy,ITA,22-Mar-20,0.426
Italy,ITA,23-Mar-20,0.289
Italy,ITA,24-Mar-20,0.364
Italy,ITA,25-Mar-20,0.465
Italy,ITA,26-Mar-20,0.619
Italy,ITA,27-Mar-20,0.558
Italy,ITA,28-Mar-20,0.599
Italy,ITA,29-Mar-20,0.414
Italy,ITA,30-Mar-20,0.395
Italy,ITA,31-Mar-20,0.501
Italy,ITA,01-Apr-20,0.583
Italy,ITA,02-Apr-20,0.673
Italy,ITA,03-Apr-20,0.653
Italy,ITA,04-Apr-20,0.632
Italy,ITA,05-Apr-20,0.579
Italy,ITA,06-Apr-20,0.512
Italy,ITA,07-Apr-20,0.57
Italy,ITA,08-Apr-20,0.874
Italy,ITA,09-Apr-20,0.782
Italy,ITA,10-Apr-20,0.905
Italy,ITA,11-Apr-20,0.957
Italy,ITA,12-Apr-20,0.79
Italy,ITA,13-Apr-20,0.621
Italy,ITA,14-Apr-20,0.453
Italy,ITA,15-Apr-20,0.739
Italy,ITA,16-Apr-20,1.032
Italy,ITA,17-Apr-20,1.111
Italy,ITA,18-Apr-20,1.044
"Japan, tests performed",,18-Feb-20,0.008
"Japan, tests performed",,19-Feb-20,0.006
"Japan, tests performed",,20-Feb-20,0.006
"Japan, tests performed",,21-Feb-20,0.013
"Japan, tests performed",,22-Feb-20,0.009
"Japan, tests performed",,23-Feb-20,0.005
"Japan, tests performed",,24-Feb-20,0.004
"Japan, tests performed",,25-Feb-20,0.007
"Japan, tests performed",,26-Feb-20,0.011
"Japan, tests performed",,27-Feb-20,0.011
"Japan, tests performed",,28-Feb-20,0.012
"Japan, tests performed",,29-Feb-20,0.008
"Japan, tests performed",,01-Mar-20,0.005
"Japan, tests performed",,02-Mar-20,0.009
"Japan, tests performed",,03-Mar-20,0.013
"Japan, tests performed",,04-Mar-20,0.011
"Japan, tests performed",,05-Mar-20,0.012
"Japan, tests performed",,06-Mar-20,0.015
"Japan, tests performed",,07-Mar-20,0.012
"Japan, tests performed",,08-Mar-20,0.004
"Japan, tests performed",,09-Mar-20,0.01
"Japan, tests performed",,10-Mar-20,0.016
"Japan, tests performed",,11-Mar-20,0.015
"Japan, tests performed",,12-Mar-20,0.014
"Japan, tests performed",,13-Mar-20,0.012
"Japan, tests performed",,14-Mar-20,0.012
"Japan, tests performed",,15-Mar-20,0.005
"Japan, tests performed",,16-Mar-20,0.009
"Japan, tests performed",,17-Mar-20,0.014
"Japan, tests performed",,18-Mar-20,0.014
"Japan, tests performed",,19-Mar-20,0.014
"Japan, tests performed",,20-Mar-20,0.011
"Japan, tests performed",,21-Mar-20,0.007
"Japan, tests performed",,22-Mar-20,0.007
"Japan, tests performed",,23-Mar-20,0.011
"Japan, tests performed",,24-Mar-20,0.018
"Japan, tests performed",,25-Mar-20,0.015
"Japan, tests performed",,26-Mar-20,0.017
"Japan, tests performed",,27-Mar-20,0.018
"Japan, tests performed",,28-Mar-20,0.02
"Japan, tests performed",,29-Mar-20,0.017
"Japan, tests performed",,30-Mar-20,0.025
"Japan, tests performed",,31-Mar-20,0.032
"Japan, tests performed",,01-Apr-20,0.033
"Japan, tests performed",,02-Apr-20,0.04
"Japan, tests performed",,03-Apr-20,0.045
"Japan, tests performed",,04-Apr-20,0.047
"Japan, tests performed",,05-Apr-20,0.029
"Japan, tests performed",,06-Apr-20,0.042
"Japan, tests performed",,07-Apr-20,0.057
"Japan, tests performed",,08-Apr-20,0.063
"Japan, tests performed",,09-Apr-20,0.064
"Japan, tests performed",,10-Apr-20,0.063
"Japan, tests performed",,11-Apr-20,0.056
"Japan, tests performed",,12-Apr-20,0.038
"Japan, tests performed",,13-Apr-20,0.053
"Japan, tests performed",,14-Apr-20,0.067
"Japan, tests performed",,15-Apr-20,0.069
"Japan, tests performed",,16-Apr-20,0.059
"Japan, tests performed",,17-Apr-20,0.036
Kenya,KEN,18-Mar-20,0
Kenya,KEN,19-Mar-20,0.001
Kenya,KEN,29-Mar-20,0.001
Kenya,KEN,30-Mar-20,0.003
Kenya,KEN,31-Mar-20,0.004
Kenya,KEN,01-Apr-20,0.007
Kenya,KEN,02-Apr-20,0.012
Kenya,KEN,03-Apr-20,0.007
Kenya,KEN,04-Apr-20,0.007
Kenya,KEN,05-Apr-20,0.01
Kenya,KEN,06-Apr-20,0.012
Kenya,KEN,07-Apr-20,0.013
Kenya,KEN,08-Apr-20,0.006
Kenya,KEN,09-Apr-20,0.006
Kenya,KEN,10-Apr-20,0.011
Kenya,KEN,11-Apr-20,0.009
Kenya,KEN,12-Apr-20,0.014
Kenya,KEN,13-Apr-20,0.013
Kenya,KEN,14-Apr-20,0.013
Kenya,KEN,15-Apr-20,0.015
Kenya,KEN,16-Apr-20,0.013
Kenya,KEN,17-Apr-20,0.008
Latvia,LVA,29-Feb-20,0.061
Latvia,LVA,01-Mar-20,0.005
Latvia,LVA,02-Mar-20,0.02
Latvia,LVA,03-Mar-20,0.022
Latvia,LVA,04-Mar-20,0.019
Latvia,LVA,05-Mar-20,0.018
Latvia,LVA,06-Mar-20,0.017
Latvia,LVA,07-Mar-20,0.007
Latvia,LVA,08-Mar-20,0.012
Latvia,LVA,09-Mar-20,0.025
Latvia,LVA,10-Mar-20,0.031
Latvia,LVA,11-Mar-20,0.025
Latvia,LVA,12-Mar-20,0.042
Latvia,LVA,13-Mar-20,0.067
Latvia,LVA,14-Mar-20,0.167
Latvia,LVA,15-Mar-20,0.176
Latvia,LVA,16-Mar-20,0.185
Latvia,LVA,17-Mar-20,0.261
Latvia,LVA,18-Mar-20,0.399
Latvia,LVA,19-Mar-20,0.38
Latvia,LVA,20-Mar-20,0.369
Latvia,LVA,21-Mar-20,0.734
Latvia,LVA,22-Mar-20,0.428
Latvia,LVA,23-Mar-20,0.626
Latvia,LVA,24-Mar-20,0.469
Latvia,LVA,25-Mar-20,0.608
Latvia,LVA,26-Mar-20,0.432
Latvia,LVA,27-Mar-20,0.575
Latvia,LVA,28-Mar-20,0.553
Latvia,LVA,29-Mar-20,0.558
Latvia,LVA,30-Mar-20,0.265
Latvia,LVA,31-Mar-20,0.264
Latvia,LVA,01-Apr-20,0.53
Latvia,LVA,02-Apr-20,0.541
Latvia,LVA,03-Apr-20,0.721
Latvia,LVA,04-Apr-20,0.624
Latvia,LVA,05-Apr-20,0.687
Latvia,LVA,06-Apr-20,0.408
Latvia,LVA,07-Apr-20,0.593
Latvia,LVA,08-Apr-20,0.772
Latvia,LVA,09-Apr-20,0.751
Latvia,LVA,10-Apr-20,0.633
Latvia,LVA,11-Apr-20,0.602
Latvia,LVA,12-Apr-20,0.221
Latvia,LVA,13-Apr-20,0.297
Latvia,LVA,14-Apr-20,0.128
Latvia,LVA,15-Apr-20,0.464
Latvia,LVA,16-Apr-20,0.743
Latvia,LVA,17-Apr-20,0.811
Latvia,LVA,18-Apr-20,0.983
Latvia,LVA,19-Apr-20,0.625
Lithuania,LTU,17-Mar-20,0.041
Lithuania,LTU,18-Mar-20,0.068
Lithuania,LTU,28-Mar-20,0.493
Lithuania,LTU,29-Mar-20,0.534
Lithuania,LTU,30-Mar-20,0.514
Lithuania,LTU,02-Apr-20,1.069
Lithuania,LTU,03-Apr-20,0.985
Lithuania,LTU,04-Apr-20,1.032
Lithuania,LTU,05-Apr-20,0.795
Lithuania,LTU,06-Apr-20,0.685
Lithuania,LTU,07-Apr-20,0.774
Lithuania,LTU,10-Apr-20,1.137
Lithuania,LTU,11-Apr-20,0.849
Lithuania,LTU,14-Apr-20,0.416
Lithuania,LTU,15-Apr-20,0.697
Lithuania,LTU,16-Apr-20,1.353
Lithuania,LTU,17-Apr-20,1.6
Lithuania,LTU,18-Apr-20,2.004
Lithuania,LTU,19-Apr-20,1.83
Luxembourg,LUX,04-Apr-20,2.202
Luxembourg,LUX,10-Apr-20,1.245
Luxembourg,LUX,11-Apr-20,1.146
Luxembourg,LUX,12-Apr-20,0.58
Luxembourg,LUX,15-Apr-20,1.987
Luxembourg,LUX,16-Apr-20,1.551
Luxembourg,LUX,17-Apr-20,1.215
Luxembourg,LUX,18-Apr-20,1.421
Malaysia,MYS,17-Feb-20,0.003
Malaysia,MYS,18-Feb-20,0.001
Malaysia,MYS,21-Feb-20,0.003
Malaysia,MYS,24-Feb-20,0.001
Malaysia,MYS,25-Feb-20,0
Malaysia,MYS,26-Feb-20,0.001
Malaysia,MYS,27-Feb-20,0.014
Malaysia,MYS,28-Feb-20,0
Malaysia,MYS,12-Mar-20,0.004
Malaysia,MYS,20-Mar-20,0.039
Malaysia,MYS,23-Mar-20,0.056
Malaysia,MYS,24-Mar-20,0.015
Malaysia,MYS,25-Mar-20,0.068
Malaysia,MYS,26-Mar-20,0.035
Malaysia,MYS,27-Mar-20,0.219
Malaysia,MYS,28-Mar-20,0.161
Malaysia,MYS,31-Mar-20,0.032
Malaysia,MYS,01-Apr-20,0.108
Malaysia,MYS,02-Apr-20,0.055
Malaysia,MYS,03-Apr-20,0.057
Malaysia,MYS,04-Apr-20,0.045
Malaysia,MYS,05-Apr-20,0.08
Malaysia,MYS,06-Apr-20,0.119
Malaysia,MYS,07-Apr-20,0.153
Malaysia,MYS,08-Apr-20,0.175
Malaysia,MYS,09-Apr-20,0.156
Malaysia,MYS,10-Apr-20,0.139
Malaysia,MYS,11-Apr-20,0.12
Malaysia,MYS,12-Apr-20,0.17
Malaysia,MYS,13-Apr-20,0.129
Malaysia,MYS,14-Apr-20,0.093
Malaysia,MYS,15-Apr-20,0.073
Malaysia,MYS,18-Apr-20,0.125
Malaysia,MYS,19-Apr-20,0.094
Mexico,MEX,24-Jan-20,0
Mexico,MEX,25-Jan-20,0
Mexico,MEX,13-Feb-20,0
Mexico,MEX,28-Feb-20,0
Mexico,MEX,29-Feb-20,0
Mexico,MEX,01-Mar-20,0
Mexico,MEX,02-Mar-20,0
Mexico,MEX,03-Mar-20,0
Mexico,MEX,04-Mar-20,0
Mexico,MEX,05-Mar-20,0
Mexico,MEX,06-Mar-20,0
Mexico,MEX,07-Mar-20,0
Mexico,MEX,08-Mar-20,0
Mexico,MEX,09-Mar-20,0
Mexico,MEX,10-Mar-20,0
Mexico,MEX,11-Mar-20,0.001
Mexico,MEX,12-Mar-20,0
Mexico,MEX,13-Mar-20,0
Mexico,MEX,14-Mar-20,0.001
Mexico,MEX,15-Mar-20,0.001
Mexico,MEX,16-Mar-20,0.001
Mexico,MEX,17-Mar-20,0.001
Mexico,MEX,18-Mar-20,0.001
Mexico,MEX,19-Mar-20,0.001
Mexico,MEX,20-Mar-20,0.002
Mexico,MEX,21-Mar-20,0.003
Mexico,MEX,22-Mar-20,0.002
Mexico,MEX,23-Mar-20,0.002
Mexico,MEX,24-Mar-20,0.002
Mexico,MEX,25-Mar-20,0.003
Mexico,MEX,26-Mar-20,0.005
Mexico,MEX,27-Mar-20,0.005
Mexico,MEX,28-Mar-20,0.007
Mexico,MEX,29-Mar-20,0.006
Mexico,MEX,30-Mar-20,0.006
Mexico,MEX,31-Mar-20,0.006
Mexico,MEX,01-Apr-20,0.007
Mexico,MEX,02-Apr-20,0.007
Mexico,MEX,03-Apr-20,0.006
Mexico,MEX,04-Apr-20,0.008
Mexico,MEX,05-Apr-20,0.011
Mexico,MEX,06-Apr-20,0.01
Mexico,MEX,07-Apr-20,0.028
Mexico,MEX,08-Apr-20,0.019
Mexico,MEX,09-Apr-20,0.007
Mexico,MEX,10-Apr-20,0.016
Mexico,MEX,11-Apr-20,0.014
Mexico,MEX,12-Apr-20,0.008
Mexico,MEX,13-Apr-20,0.011
Mexico,MEX,14-Apr-20,0.009
Mexico,MEX,15-Apr-20,0.013
Mexico,MEX,16-Apr-20,0.014
Mexico,MEX,17-Apr-20,0.016
Mexico,MEX,18-Apr-20,0.013
Nepal,NPL,29-Jan-20,0
Nepal,NPL,30-Jan-20,0
Nepal,NPL,13-Feb-20,0
Nepal,NPL,19-Feb-20,0.006
Nepal,NPL,20-Feb-20,0
Nepal,NPL,24-Feb-20,0
Nepal,NPL,25-Feb-20,0
Nepal,NPL,26-Feb-20,0
Nepal,NPL,02-Mar-20,0.006
Nepal,NPL,03-Mar-20,0
Nepal,NPL,11-Mar-20,0
Nepal,NPL,12-Mar-20,0
Nepal,NPL,13-Mar-20,0
Nepal,NPL,16-Mar-20,0
Nepal,NPL,17-Mar-20,0.001
Nepal,NPL,18-Mar-20,0.001
Nepal,NPL,19-Mar-20,0.001
Nepal,NPL,20-Mar-20,0.001
Nepal,NPL,23-Mar-20,0.001
Nepal,NPL,24-Mar-20,0
Nepal,NPL,25-Mar-20,0.003
Nepal,NPL,26-Mar-20,0.002
Nepal,NPL,27-Mar-20,0.001
Nepal,NPL,28-Mar-20,0.002
Nepal,NPL,29-Mar-20,0.001
Nepal,NPL,30-Mar-20,0.003
Nepal,NPL,31-Mar-20,0.002
Nepal,NPL,01-Apr-20,0.003
Nepal,NPL,02-Apr-20,0.001
Nepal,NPL,03-Apr-20,0.004
Nepal,NPL,04-Apr-20,0.007
Nepal,NPL,05-Apr-20,0.004
Nepal,NPL,06-Apr-20,0.008
Nepal,NPL,07-Apr-20,0.008
Nepal,NPL,08-Apr-20,0.008
Nepal,NPL,09-Apr-20,0.017
Nepal,NPL,10-Apr-20,0.007
Nepal,NPL,11-Apr-20,0.043
Nepal,NPL,12-Apr-20,0.025
Nepal,NPL,13-Apr-20,0.017
Nepal,NPL,14-Apr-20,0.02
Nepal,NPL,15-Apr-20,0.019
Nepal,NPL,16-Apr-20,0.012
Nepal,NPL,17-Apr-20,0.007
Netherlands,NLD,23-Mar-20,0.164
Netherlands,NLD,24-Mar-20,0.27
Netherlands,NLD,30-Mar-20,0.201
Netherlands,NLD,31-Mar-20,0.256
Netherlands,NLD,01-Apr-20,0.249
Netherlands,NLD,02-Apr-20,0.282
Netherlands,NLD,03-Apr-20,0.31
Netherlands,NLD,04-Apr-20,0.212
Netherlands,NLD,05-Apr-20,0.145
Netherlands,NLD,06-Apr-20,0.248
Netherlands,NLD,07-Apr-20,0.365
Netherlands,NLD,08-Apr-20,0.477
Netherlands,NLD,09-Apr-20,0.411
Netherlands,NLD,10-Apr-20,0.365
Netherlands,NLD,11-Apr-20,0.282
Netherlands,NLD,12-Apr-20,0.205
Netherlands,NLD,13-Apr-20,0.156
Netherlands,NLD,14-Apr-20,0.281
Netherlands,NLD,15-Apr-20,0.42
Netherlands,NLD,16-Apr-20,0.323
New Zealand,NZL,10-Mar-20,0.018
New Zealand,NZL,11-Mar-20,0.017
New Zealand,NZL,12-Mar-20,0.006
New Zealand,NZL,13-Mar-20,0.007
New Zealand,NZL,14-Mar-20,0.007
New Zealand,NZL,15-Mar-20,0.029
New Zealand,NZL,16-Mar-20,0.067
New Zealand,NZL,17-Mar-20,0.136
New Zealand,NZL,18-Mar-20,0.25
New Zealand,NZL,19-Mar-20,0.267
New Zealand,NZL,20-Mar-20,0.321
New Zealand,NZL,21-Mar-20,0.243
New Zealand,NZL,22-Mar-20,0.26
New Zealand,NZL,23-Mar-20,0.217
New Zealand,NZL,24-Mar-20,0.319
New Zealand,NZL,25-Mar-20,0.536
New Zealand,NZL,26-Mar-20,0.438
New Zealand,NZL,27-Mar-20,0.428
New Zealand,NZL,28-Mar-20,0.374
New Zealand,NZL,29-Mar-20,0.19
New Zealand,NZL,30-Mar-20,0.288
New Zealand,NZL,31-Mar-20,0.433
New Zealand,NZL,01-Apr-20,0.53
New Zealand,NZL,02-Apr-20,0.713
New Zealand,NZL,03-Apr-20,0.751
New Zealand,NZL,04-Apr-20,0.64
New Zealand,NZL,05-Apr-20,0.767
New Zealand,NZL,06-Apr-20,0.602
New Zealand,NZL,07-Apr-20,0.838
New Zealand,NZL,08-Apr-20,0.825
New Zealand,NZL,09-Apr-20,0.935
New Zealand,NZL,10-Apr-20,0.633
New Zealand,NZL,11-Apr-20,0.501
New Zealand,NZL,12-Apr-20,0.343
New Zealand,NZL,13-Apr-20,0.325
New Zealand,NZL,14-Apr-20,0.434
New Zealand,NZL,15-Apr-20,0.757
New Zealand,NZL,16-Apr-20,0.877
New Zealand,NZL,17-Apr-20,0.967
New Zealand,NZL,18-Apr-20,0.858
Nigeria,NGA,17-Apr-20,0.002
Norway,NOR,17-Mar-20,0.658
Norway,NOR,18-Mar-20,1.262
Norway,NOR,19-Mar-20,1.112
Norway,NOR,20-Mar-20,1.679
Norway,NOR,21-Mar-20,1.049
Norway,NOR,22-Mar-20,0.907
Norway,NOR,23-Mar-20,1.258
Norway,NOR,24-Mar-20,1.717
Norway,NOR,25-Mar-20,0.455
Norway,NOR,26-Mar-20,0.147
Norway,NOR,27-Mar-20,0.76
Norway,NOR,28-Mar-20,0.835
Norway,NOR,29-Mar-20,0.468
Norway,NOR,30-Mar-20,0.377
Norway,NOR,31-Mar-20,0.561
Norway,NOR,01-Apr-20,0.737
Norway,NOR,02-Apr-20,0.793
Norway,NOR,03-Apr-20,0.624
Norway,NOR,04-Apr-20,0.712
Norway,NOR,05-Apr-20,0.522
Norway,NOR,06-Apr-20,0.475
Norway,NOR,07-Apr-20,0.477
Norway,NOR,08-Apr-20,0.767
Norway,NOR,09-Apr-20,0.543
Norway,NOR,10-Apr-20,0.392
Norway,NOR,11-Apr-20,0.203
Norway,NOR,12-Apr-20,0.405
Norway,NOR,13-Apr-20,0.15
Norway,NOR,14-Apr-20,0.232
Norway,NOR,15-Apr-20,0.302
Norway,NOR,16-Apr-20,0.641
Norway,NOR,17-Apr-20,0.464
Norway,NOR,18-Apr-20,0.63
Norway,NOR,19-Apr-20,0.458
Pakistan,PAK,12-Mar-20,0
Pakistan,PAK,13-Mar-20,0
Pakistan,PAK,14-Mar-20,0
Pakistan,PAK,15-Mar-20,0.001
Pakistan,PAK,16-Mar-20,0.001
Pakistan,PAK,17-Mar-20,0
Pakistan,PAK,18-Mar-20,0.005
Pakistan,PAK,19-Mar-20,0.006
Pakistan,PAK,20-Mar-20,0.003
Pakistan,PAK,21-Mar-20,0.006
Pakistan,PAK,22-Mar-20,0.001
