"Date","State","fips","Cases","Deaths","Cases_daily","Deaths_daily"
2020-04-22,"Indiana","18",12438,661,341,31
2020-04-21,"Indiana","18",12097,630,411,61
2020-04-20,"Indiana","18",11686,569,476,7
2020-04-19,"Indiana","18",11210,562,569,17
2020-04-18,"Indiana","18",10641,545,487,26
2020-04-17,"Indiana","18",10154,519,612,42
2020-04-16,"Indiana","18",9542,477,587,41
2020-04-15,"Indiana","18",8955,436,428,49
2020-04-14,"Indiana","18",8527,387,291,37
2020-04-13,"Indiana","18",8236,350,308,7
2020-04-12,"Indiana","18",7928,343,493,13
2020-04-11,"Indiana","18",7435,330,528,30
2020-04-10,"Indiana","18",6907,300,556,54
2020-04-09,"Indiana","18",6351,246,408,43
2020-04-08,"Indiana","18",5943,203,436,30
2020-04-07,"Indiana","18",5507,173,551,32
2020-04-06,"Indiana","18",4956,141,543,14
2020-04-05,"Indiana","18",4413,127,458,11
2020-04-04,"Indiana","18",3955,116,516,14
2020-04-03,"Indiana","18",3439,102,399,24
2020-04-02,"Indiana","18",3040,78,476,13
2020-04-01,"Indiana","18",2564,65,405,15
2020-03-31,"Indiana","18",2159,50,371,15
2020-03-30,"Indiana","18",1788,35,274,3
2020-03-29,"Indiana","18",1514,32,282,1
2020-03-28,"Indiana","18",1232,31,250,5
2020-03-27,"Indiana","18",982,26,326,8
2020-03-26,"Indiana","18",656,18,177,4
2020-03-25,"Indiana","18",479,14,113,2
2020-03-24,"Indiana","18",366,12,107,5
2020-03-23,"Indiana","18",259,7,58,1
2020-03-22,"Indiana","18",201,6,75,2
2020-03-21,"Indiana","18",126,4,47,1
2020-03-20,"Indiana","18",79,3,23,1
2020-03-19,"Indiana","18",56,2,17,0
2020-03-18,"Indiana","18",39,2,9,0
2020-03-17,"Indiana","18",30,2,6,1
2020-03-16,"Indiana","18",24,1,5,1
2020-03-15,"Indiana","18",19,0,4,0
2020-03-14,"Indiana","18",15,0,3,0
2020-03-13,"Indiana","18",12,0,0,0
2020-03-12,"Indiana","18",12,0,1,0
2020-03-11,"Indiana","18",11,0,5,0
2020-03-10,"Indiana","18",6,0,2,0
2020-03-09,"Indiana","18",4,0,2,0
2020-03-08,"Indiana","18",2,0,1,0
2020-03-07,"Indiana","18",1,0,0,0
2020-03-06,"Indiana","18",1,0,1,0
2020-05-15,"Iowa","19",14049,336,374,18
2020-05-14,"Iowa","19",13675,318,386,12
2020-05-13,"Iowa","19",13289,306,377,17
2020-05-12,"Iowa","19",12912,289,539,18
2020-05-11,"Iowa","19",12373,271,414,6
2020-05-10,"Iowa","19",11959,265,288,13
2020-05-09,"Iowa","19",11671,252,214,9
2020-05-08,"Iowa","19",11457,243,398,12
2020-05-07,"Iowa","19",11059,231,655,12
2020-05-06,"Iowa","19",10404,219,293,12
2020-05-05,"Iowa","19",10111,207,408,19
2020-05-04,"Iowa","19",9703,188,534,4
2020-05-03,"Iowa","19",9169,184,528,9
2020-05-02,"Iowa","19",8641,175,758,5
2020-05-01,"Iowa","19",7883,170,738,8
2020-04-30,"Iowa","19",7145,162,302,14
2020-04-29,"Iowa","19",6843,148,467,12
2020-04-28,"Iowa","19",6376,136,508,9
2020-04-27,"Iowa","19",5868,127,378,9
2020-04-26,"Iowa","19",5490,118,381,6
2020-04-25,"Iowa","19",5109,112,650,5
2020-04-24,"Iowa","19",4459,107,520,11
2020-04-23,"Iowa","19",3939,96,175,6
2020-04-22,"Iowa","19",3764,90,123,7
2020-04-21,"Iowa","19",3641,83,466,4
2020-04-20,"Iowa","19",3175,79,260,4
2020-04-19,"Iowa","19",2915,75,402,1
2020-04-18,"Iowa","19",2513,74,181,10
2020-04-17,"Iowa","19",2332,64,191,4
2020-04-16,"Iowa","19",2141,60,146,7
2020-04-15,"Iowa","19",1995,53,96,9
2020-04-14,"Iowa","19",1899,44,189,0
2020-04-13,"Iowa","19",1710,44,123,3
2020-04-12,"Iowa","19",1587,41,77,7
2020-04-11,"Iowa","19",1510,34,122,3
2020-04-10,"Iowa","19",1388,31,118,4
2020-04-09,"Iowa","19",1270,27,125,0
2020-04-08,"Iowa","19",1145,27,97,1
2020-04-07,"Iowa","19",1048,26,102,1
2020-04-06,"Iowa","19",946,25,78,3
2020-04-05,"Iowa","19",868,22,82,11
2020-04-04,"Iowa","19",786,11,87,0
2020-04-03,"Iowa","19",699,11,85,0
2020-04-02,"Iowa","19",614,11,65,2
2020-04-01,"Iowa","19",549,9,51,2
2020-03-31,"Iowa","19",498,7,74,1
2020-03-30,"Iowa","19",424,6,88,2
2020-03-29,"Iowa","19",336,4,38,1
2020-03-28,"Iowa","19",298,3,63,0
2020-03-27,"Iowa","19",235,3,56,2
2020-03-26,"Iowa","19",179,1,34,0
2020-03-25,"Iowa","19",145,1,21,0
2020-03-24,"Iowa","19",124,1,19,1
2020-03-23,"Iowa","19",105,0,15,0
2020-03-22,"Iowa","19",90,0,22,0
2020-03-21,"Iowa","19",68,0,23,0
2020-03-20,"Iowa","19",45,0,1,0
2020-03-19,"Iowa","19",44,0,6,0
2020-03-18,"Iowa","19",38,0,9,0
2020-03-17,"Iowa","19",29,0,7,0
2020-03-16,"Iowa","19",22,0,0,0
2020-03-15,"Iowa","19",22,0,4,0
2020-03-14,"Iowa","19",18,0,1,0
2020-03-13,"Iowa","19",17,0,1,0
2020-03-12,"Iowa","19",16,0,2,0
2020-03-11,"Iowa","19",14,0,1,0
2020-03-10,"Iowa","19",13,0,5,0
2020-03-09,"Iowa","19",8,0,5,0
2020-03-08,"Iowa","19",3,0,3,0
2020-05-15,"Kansas","20",8007,187,339,6
2020-05-14,"Kansas","20",7668,181,116,2
2020-05-13,"Kansas","20",7552,179,200,1
2020-05-12,"Kansas","20",7352,178,191,4
2020-05-11,"Kansas","20",7161,174,116,2
2020-05-10,"Kansas","20",7045,172,122,0
2020-05-09,"Kansas","20",6923,172,172,5
2020-05-08,"Kansas","20",6751,167,511,3
2020-05-07,"Kansas","20",6240,164,347,1
2020-05-06,"Kansas","20",5893,163,266,3
2020-05-05,"Kansas","20",5627,160,242,6
2020-05-04,"Kansas","20",5385,154,208,12
2020-05-03,"Kansas","20",5177,142,314,2
2020-05-02,"Kansas","20",4863,140,353,4
2020-05-01,"Kansas","20",4510,136,205,3
2020-04-30,"Kansas","20",4305,133,494,1
2020-04-29,"Kansas","20",3811,132,210,5
2020-04-28,"Kansas","20",3601,127,195,1
2020-04-27,"Kansas","20",3406,126,209,6
2020-04-26,"Kansas","20",3197,120,107,1
2020-04-25,"Kansas","20",3090,119,249,2
2020-04-24,"Kansas","20",2841,117,216,5
2020-04-23,"Kansas","20",2625,112,334,1
2020-04-22,"Kansas","20",2291,111,177,4
2020-04-21,"Kansas","20",2114,107,84,6
2020-04-20,"Kansas","20",2030,101,133,7
2020-04-19,"Kansas","20",1897,94,78,8
2020-04-18,"Kansas","20",1819,86,89,2
2020-04-17,"Kansas","20",1730,84,137,4
2020-04-16,"Kansas","20",1593,80,92,4
2020-04-15,"Kansas","20",1501,76,63,7
2020-04-14,"Kansas","20",1438,69,56,6
2020-04-13,"Kansas","20",1382,63,45,7
2020-04-12,"Kansas","20",1337,56,55,1
2020-04-11,"Kansas","20",1282,55,102,5
2020-04-10,"Kansas","20",1180,50,64,8
2020-04-09,"Kansas","20",1116,42,61,4
2020-04-08,"Kansas","20",1055,38,150,8
2020-04-07,"Kansas","20",905,30,52,5
2020-04-06,"Kansas","20",853,25,90,2
2020-04-05,"Kansas","20",763,23,62,2
2020-04-04,"Kansas","20",701,21,77,2
2020-04-03,"Kansas","20",624,19,70,5
2020-04-02,"Kansas","20",554,14,66,3
2020-04-01,"Kansas","20",488,11,54,1
2020-03-31,"Kansas","20",434,10,61,1
2020-03-30,"Kansas","20",373,9,41,2
2020-03-29,"Kansas","20",332,7,61,1
2020-03-28,"Kansas","20",271,6,59,2
2020-03-27,"Kansas","20",212,4,41,1
2020-03-26,"Kansas","20",171,3,39,0
2020-03-25,"Kansas","20",132,3,33,0
2020-03-24,"Kansas","20",99,3,17,1
2020-03-23,"Kansas","20",82,2,16,0
2020-03-22,"Kansas","20",66,2,9,0
2020-03-21,"Kansas","20",57,2,8,1
2020-03-20,"Kansas","20",49,1,14,0
2020-03-19,"Kansas","20",35,1,13,0
2020-03-18,"Kansas","20",22,1,5,0
2020-03-17,"Kansas","20",17,1,6,0
2020-03-16,"Kansas","20",11,1,2,0
2020-03-15,"Kansas","20",9,1,1,0
2020-03-14,"Kansas","20",8,1,2,0
2020-03-13,"Kansas","20",6,1,1,0
2020-03-12,"Kansas","20",5,1,4,1
2020-03-11,"Kansas","20",1,0,0,0
2020-03-10,"Kansas","20",1,0,0,0
2020-03-09,"Kansas","20",1,0,0,0
2020-03-08,"Kansas","20",1,0,0,0
2020-03-07,"Kansas","20",1,0,1,0
2020-05-15,"Kentucky","21",7578,343,181,2
2020-05-14,"Kentucky","21",7397,341,295,7
2020-05-13,"Kentucky","21",7102,334,99,1
2020-05-12,"Kentucky","21",7003,333,293,8
2020-05-11,"Kentucky","21",6710,325,224,13
2020-05-10,"Kentucky","21",6486,312,17,0
2020-05-09,"Kentucky","21",6469,312,171,8
2020-05-08,"Kentucky","21",6298,304,125,2
2020-05-07,"Kentucky","21",6173,302,227,16
2020-05-06,"Kentucky","21",5946,286,124,8
2020-05-05,"Kentucky","21",5822,278,452,11
2020-05-04,"Kentucky","21",5370,267,147,11
2020-05-03,"Kentucky","21",5223,256,342,4
2020-05-02,"Kentucky","21",4881,252,2,4
2020-05-01,"Kentucky","21",4879,248,171,8
2020-04-30,"Kentucky","21",4708,240,170,5
2020-04-29,"Kentucky","21",4538,235,163,4
2020-04-28,"Kentucky","21",4375,231,229,15
2020-04-27,"Kentucky","21",4146,216,72,5
2020-04-26,"Kentucky","21",4074,211,169,3
2020-04-25,"Kentucky","21",3905,208,126,5
2020-04-24,"Kentucky","21",3779,203,231,9
2020-04-23,"Kentucky","21",3548,194,175,9
2020-04-22,"Kentucky","21",3373,185,180,13
2020-04-21,"Kentucky","21",3193,172,143,17
2020-04-20,"Kentucky","21",3050,155,90,6
2020-04-19,"Kentucky","21",2960,149,253,4
2020-04-18,"Kentucky","21",2707,145,185,5
2020-04-17,"Kentucky","21",2522,140,93,9
2020-04-16,"Kentucky","21",2429,131,134,7
2020-04-15,"Kentucky","21",2295,124,85,9
2020-04-14,"Kentucky","21",2210,115,162,9
2020-04-13,"Kentucky","21",2048,106,85,8
2020-04-12,"Kentucky","21",1963,98,112,4
2020-04-11,"Kentucky","21",1851,94,149,4
2020-04-10,"Kentucky","21",1702,90,177,6
2020-04-09,"Kentucky","21",1525,84,132,11
2020-04-08,"Kentucky","21",1393,73,104,7
2020-04-07,"Kentucky","21",1289,66,232,14
2020-04-06,"Kentucky","21",1057,52,9,8
2020-04-05,"Kentucky","21",1048,44,139,4
2020-04-04,"Kentucky","21",909,40,147,6
2020-04-03,"Kentucky","21",762,34,15,0
2020-04-02,"Kentucky","21",747,34,73,14
2020-04-01,"Kentucky","21",674,20,84,2
2020-03-31,"Kentucky","21",590,18,110,7
2020-03-30,"Kentucky","21",480,11,41,2
2020-03-29,"Kentucky","21",439,9,45,0
2020-03-28,"Kentucky","21",394,9,92,1
2020-03-27,"Kentucky","21",302,8,54,3
2020-03-26,"Kentucky","21",248,5,50,0
2020-03-25,"Kentucky","21",198,5,41,2
2020-03-24,"Kentucky","21",157,3,33,0
2020-03-23,"Kentucky","21",124,3,21,0
2020-03-22,"Kentucky","21",103,3,19,0
2020-03-21,"Kentucky","21",84,3,21,1
2020-03-20,"Kentucky","21",63,2,16,0
2020-03-19,"Kentucky","21",47,2,12,1
2020-03-18,"Kentucky","21",35,1,9,0
2020-03-17,"Kentucky","21",26,1,4,0
2020-03-16,"Kentucky","21",22,1,1,1
2020-03-15,"Kentucky","21",21,0,3,0
2020-03-14,"Kentucky","21",18,0,7,0
2020-03-13,"Kentucky","21",11,0,0,0
2020-03-12,"Kentucky","21",11,0,4,0
2020-03-11,"Kentucky","21",7,0,0,0
2020-03-10,"Kentucky","21",7,0,2,0
2020-03-09,"Kentucky","21",5,0,1,0
2020-03-08,"Kentucky","21",4,0,3,0
2020-03-07,"Kentucky","21",1,0,0,0
2020-03-06,"Kentucky","21",1,0,1,0
2020-05-15,"Louisiana","22",33837,2382,348,31
2020-05-14,"Louisiana","22",33489,2351,827,36
2020-05-13,"Louisiana","22",32662,2315,612,34
2020-05-12,"Louisiana","22",32050,2281,235,39
2020-05-11,"Louisiana","22",31815,2242,215,29
2020-05-10,"Louisiana","22",31600,2213,183,19
2020-05-09,"Louisiana","22",31417,2194,562,40
2020-05-08,"Louisiana","22",30855,2154,203,19
2020-05-07,"Louisiana","22",30652,2135,253,41
2020-05-06,"Louisiana","22",30399,2094,403,52
2020-05-05,"Louisiana","22",29996,2042,323,51
2020-05-04,"Louisiana","22",29673,1991,333,22
2020-05-03,"Louisiana","22",29340,1969,200,19
2020-05-02,"Louisiana","22",29140,1950,429,23
2020-05-01,"Louisiana","22",28711,1927,710,65
2020-04-30,"Louisiana","22",28001,1862,341,60
2020-04-29,"Louisiana","22",27660,1802,374,44
2020-04-28,"Louisiana","22",27286,1758,218,61
2020-04-27,"Louisiana","22",27068,1697,295,27
2020-04-26,"Louisiana","22",26773,1670,261,26
2020-04-25,"Louisiana","22",26512,1644,372,43
2020-04-24,"Louisiana","22",26140,1601,401,61
2020-04-23,"Louisiana","22",25739,1540,481,67
2020-04-22,"Louisiana","22",25258,1473,404,68
2020-04-21,"Louisiana","22",24854,1405,331,77
2020-04-20,"Louisiana","22",24523,1328,595,32
2020-04-19,"Louisiana","22",23928,1296,348,29
2020-04-18,"Louisiana","22",23580,1267,462,54
2020-04-17,"Louisiana","22",23118,1213,586,57
2020-04-16,"Louisiana","22",22532,1156,581,53
2020-04-15,"Louisiana","22",21951,1103,433,90
2020-04-14,"Louisiana","22",21518,1013,502,129
2020-04-13,"Louisiana","22",21016,884,421,44
2020-04-12,"Louisiana","22",20595,840,581,34
2020-04-11,"Louisiana","22",20014,806,761,51
2020-04-10,"Louisiana","22",19253,755,970,53
2020-04-09,"Louisiana","22",18283,702,1253,50
2020-04-08,"Louisiana","22",17030,652,746,70
2020-04-07,"Louisiana","22",16284,582,1417,70
2020-04-06,"Louisiana","22",14867,512,1853,35
2020-04-05,"Louisiana","22",13014,477,514,65
2020-04-04,"Louisiana","22",12500,412,2201,42
2020-04-03,"Louisiana","22",10299,370,1147,60
2020-04-02,"Louisiana","22",9152,310,2728,37
2020-04-01,"Louisiana","22",6424,273,1187,33
2020-03-31,"Louisiana","22",5237,240,1213,54
2020-03-30,"Louisiana","22",4024,186,485,34
2020-03-29,"Louisiana","22",3539,152,224,15
2020-03-28,"Louisiana","22",3315,137,569,18
2020-03-27,"Louisiana","22",2746,119,441,36
2020-03-26,"Louisiana","22",2305,83,510,18
2020-03-25,"Louisiana","22",1795,65,407,19
2020-03-24,"Louisiana","22",1388,46,216,12
2020-03-23,"Louisiana","22",1172,34,335,14
2020-03-22,"Louisiana","22",837,20,74,4
2020-03-21,"Louisiana","22",763,16,226,6
2020-03-20,"Louisiana","22",537,10,145,0
2020-03-19,"Louisiana","22",392,10,112,3
2020-03-18,"Louisiana","22",280,7,84,2
2020-03-17,"Louisiana","22",196,5,59,2
2020-03-16,"Louisiana","22",137,3,34,1
2020-03-15,"Louisiana","22",103,2,26,1
2020-03-14,"Louisiana","22",77,1,41,1
2020-03-13,"Louisiana","22",36,0,22,0
2020-03-12,"Louisiana","22",14,0,1,0
2020-03-11,"Louisiana","22",13,0,7,0
2020-03-10,"Louisiana","22",6,0,5,0
2020-03-09,"Louisiana","22",1,0,1,0
2020-05-15,"Maine","23",1603,69,38,0
2020-05-14,"Maine","23",1565,69,50,3
2020-05-13,"Maine","23",1515,66,38,1
2020-05-12,"Maine","23",1477,65,15,0
2020-05-11,"Maine","23",1462,65,26,1
2020-05-10,"Maine","23",1436,64,28,0
2020-05-09,"Maine","23",1408,64,34,1
2020-05-08,"Maine","23",1374,63,44,1
2020-05-07,"Maine","23",1330,62,76,0
2020-05-06,"Maine","23",1254,62,28,1
2020-05-05,"Maine","23",1226,61,21,4
2020-05-04,"Maine","23",1205,57,20,0
2020-05-03,"Maine","23",1185,57,33,1
2020-05-02,"Maine","23",1152,56,29,1
2020-05-01,"Maine","23",1123,55,28,2
2020-04-30,"Maine","23",1095,53,39,1
2020-04-29,"Maine","23",1056,52,16,1
2020-04-28,"Maine","23",1040,51,17,0
2020-04-27,"Maine","23",1023,51,8,1
2020-04-26,"Maine","23",1015,50,25,0
2020-04-25,"Maine","23",990,50,25,3
2020-04-24,"Maine","23",965,47,28,3
2020-04-23,"Maine","23",937,44,30,5
2020-04-22,"Maine","23",907,39,19,3
2020-04-21,"Maine","23",888,36,13,1
2020-04-20,"Maine","23",875,35,8,1
2020-04-19,"Maine","23",867,34,20,2
2020-04-18,"Maine","23",847,32,20,3
2020-04-17,"Maine","23",827,29,31,2
2020-04-16,"Maine","23",796,27,26,3
2020-04-15,"Maine","23",770,24,36,4
2020-04-14,"Maine","23",734,20,36,1
2020-04-13,"Maine","23",698,19,65,0
2020-04-12,"Maine","23",633,19,17,0
2020-04-11,"Maine","23",616,19,30,2
2020-04-10,"Maine","23",586,17,26,1
2020-04-09,"Maine","23",560,16,23,2
2020-04-08,"Maine","23",537,14,18,2
2020-04-07,"Maine","23",519,12,20,2
2020-04-06,"Maine","23",499,10,29,0
2020-04-05,"Maine","23",470,10,14,0
2020-04-04,"Maine","23",456,10,24,1
2020-04-03,"Maine","23",432,9,56,2
2020-04-02,"Maine","23",376,7,32,0
2020-04-01,"Maine","23",344,7,41,2
2020-03-31,"Maine","23",303,5,28,2
2020-03-30,"Maine","23",275,3,22,0
2020-03-29,"Maine","23",253,3,42,2
2020-03-28,"Maine","23",211,1,43,0
2020-03-27,"Maine","23",168,1,13,1
2020-03-26,"Maine","23",155,0,13,0
2020-03-25,"Maine","23",142,0,24,0
2020-03-24,"Maine","23",118,0,11,0
2020-03-23,"Maine","23",107,0,18,0
2020-03-22,"Maine","23",89,0,19,0
2020-03-21,"Maine","23",70,0,13,0
2020-03-20,"Maine","23",57,0,5,0
2020-03-19,"Maine","23",52,0,9,0
2020-03-18,"Maine","23",43,0,11,0
2020-03-17,"Maine","23",32,0,15,0
2020-03-16,"Maine","23",17,0,5,0
2020-03-15,"Maine","23",12,0,9,0
2020-03-14,"Maine","23",3,0,1,0
2020-03-13,"Maine","23",2,0,1,0
2020-03-12,"Maine","23",1,0,1,0
2020-05-15,"Maryland","24",37105,1911,1084,45
2020-05-14,"Maryland","24",36021,1866,1094,57
2020-05-13,"Maryland","24",34927,1809,753,53
2020-05-12,"Maryland","24",34174,1756,691,73
2020-05-11,"Maryland","24",33483,1683,790,39
2020-05-10,"Maryland","24",32693,1644,1055,30
2020-05-09,"Maryland","24",31638,1614,1046,54
2020-05-08,"Maryland","24",30592,1560,1116,57
2020-05-07,"Maryland","24",29476,1503,1213,60
2020-05-06,"Maryland","24",28263,1443,1046,53
2020-05-05,"Maryland","24",27217,1390,708,73
2020-05-04,"Maryland","24",26509,1317,948,36
2020-05-03,"Maryland","24",25561,1281,993,30
2020-05-02,"Maryland","24",24568,1251,1002,59
2020-05-01,"Maryland","24",23566,1192,1741,53
2020-04-30,"Maryland","24",21825,1139,883,61
2020-04-29,"Maryland","24",20942,1078,742,62
2020-04-28,"Maryland","24",20200,1016,626,71
2020-04-27,"Maryland","24",19574,945,910,35
2020-04-26,"Maryland","24",18664,910,820,35
2020-04-25,"Maryland","24",17844,875,1151,77
2020-04-24,"Maryland","24",16693,798,888,50
2020-04-23,"Maryland","24",15805,748,963,50
2020-04-22,"Maryland","24",14842,698,581,46
2020-04-21,"Maryland","24",14261,652,511,70
2020-04-20,"Maryland","24",13750,582,858,34
2020-04-19,"Maryland","24",12892,548,513,14
2020-04-18,"Maryland","24",12379,534,738,40
2020-04-17,"Maryland","24",11641,494,790,35
2020-04-16,"Maryland","24",10851,459,755,46
2020-04-15,"Maryland","24",10096,413,624,111
2020-04-14,"Maryland","24",9472,302,536,40
2020-04-13,"Maryland","24",8936,262,711,26
2020-04-12,"Maryland","24",8225,236,531,29
2020-04-11,"Maryland","24",7694,207,726,35
2020-04-10,"Maryland","24",6968,172,783,33
2020-04-09,"Maryland","24",6185,139,656,15
2020-04-08,"Maryland","24",5529,124,1158,20
2020-04-07,"Maryland","24",4371,104,326,12
2020-04-06,"Maryland","24",4045,92,436,24
2020-04-05,"Maryland","24",3609,68,484,14
2020-04-04,"Maryland","24",3125,54,367,12
2020-04-03,"Maryland","24",2758,42,427,6
2020-04-02,"Maryland","24",2331,36,346,3
2020-04-01,"Maryland","24",1985,33,323,15
2020-03-31,"Maryland","24",1662,18,248,3
2020-03-30,"Maryland","24",1414,15,170,4
2020-03-29,"Maryland","24",1244,11,178,1
2020-03-28,"Maryland","24",1066,10,291,5
2020-03-27,"Maryland","24",775,5,194,1
2020-03-26,"Maryland","24",581,4,158,0
2020-03-25,"Maryland","24",423,4,74,0
2020-03-24,"Maryland","24",349,4,59,1
2020-03-23,"Maryland","24",290,3,45,0
2020-03-22,"Maryland","24",245,3,50,0
2020-03-21,"Maryland","24",195,3,45,1
2020-03-20,"Maryland","24",150,2,42,1
2020-03-19,"Maryland","24",108,1,23,0
2020-03-18,"Maryland","24",85,1,28,1
2020-03-17,"Maryland","24",57,0,18,0
2020-03-16,"Maryland","24",39,0,7,0
2020-03-15,"Maryland","24",32,0,5,0
2020-03-14,"Maryland","24",27,0,9,0
2020-03-13,"Maryland","24",18,0,5,0
2020-03-12,"Maryland","24",13,0,0,0
2020-03-11,"Maryland","24",13,0,4,0
2020-03-10,"Maryland","24",9,0,3,0
2020-03-09,"Maryland","24",6,0,1,0
2020-03-08,"Maryland","24",5,0,2,0
2020-03-07,"Maryland","24",3,0,0,0
2020-03-06,"Maryland","24",3,0,0,0
2020-03-05,"Maryland","24",3,0,3,0
2020-05-15,"Massachusetts","25",83421,5592,1239,110
2020-05-14,"Massachusetts","25",82182,5482,1685,167
2020-05-13,"Massachusetts","25",80497,5315,1165,174
2020-05-12,"Massachusetts","25",79332,5141,870,33
2020-05-11,"Massachusetts","25",78462,5108,669,129
2020-05-10,"Massachusetts","25",77793,4979,1050,139
2020-05-09,"Massachusetts","25",76743,4840,1410,138
2020-05-08,"Massachusetts","25",75333,4702,1612,150
2020-05-07,"Massachusetts","25",73721,4552,1696,132
2020-05-06,"Massachusetts","25",72025,4420,1754,208
2020-05-05,"Massachusetts","25",70271,4212,1184,122
2020-05-04,"Massachusetts","25",69087,4090,1000,86
2020-05-03,"Massachusetts","25",68087,4004,1824,158
2020-05-02,"Massachusetts","25",66263,3846,1952,130
2020-05-01,"Massachusetts","25",64311,3716,2106,154
2020-04-30,"Massachusetts","25",62205,3562,1940,157
2020-04-29,"Massachusetts","25",60265,3405,1963,252
2020-04-28,"Massachusetts","25",58302,3153,1840,150
2020-04-27,"Massachusetts","25",56462,3003,1524,104
2020-04-26,"Massachusetts","25",54938,2899,1590,169
2020-04-25,"Massachusetts","25",53348,2730,2379,174
2020-04-24,"Massachusetts","25",50969,2556,4946,196
2020-04-23,"Massachusetts","25",46023,2360,3079,178
2020-04-22,"Massachusetts","25",42944,2182,1745,221
2020-04-21,"Massachusetts","25",41199,1961,1556,152
2020-04-20,"Massachusetts","25",39643,1809,1566,103
2020-04-19,"Massachusetts","25",38077,1706,1705,146
2020-04-18,"Massachusetts","25",36372,1560,1970,156
2020-04-17,"Massachusetts","25",34402,1404,2221,159
2020-04-16,"Massachusetts","25",32181,1245,2263,137
2020-04-15,"Massachusetts","25",29918,1108,1755,151
2020-04-14,"Massachusetts","25",28163,957,1296,113
2020-04-13,"Massachusetts","25",26867,844,1392,88
2020-04-12,"Massachusetts","25",25475,756,2615,70
2020-04-11,"Massachusetts","25",22860,686,1886,87
2020-04-10,"Massachusetts","25",20974,599,2033,96
2020-04-09,"Massachusetts","25",18941,503,2151,70
2020-04-08,"Massachusetts","25",16790,433,1588,77
2020-04-07,"Massachusetts","25",15202,356,1365,96
2020-04-06,"Massachusetts","25",13837,260,1337,29
2020-04-05,"Massachusetts","25",12500,231,764,15
2020-04-04,"Massachusetts","25",11736,216,1334,24
2020-04-03,"Massachusetts","25",10402,192,1436,38
2020-04-02,"Massachusetts","25",8966,154,1228,32
2020-04-01,"Massachusetts","25",7738,122,1118,33
2020-03-31,"Massachusetts","25",6620,89,868,33
2020-03-30,"Massachusetts","25",5752,56,797,8
2020-03-29,"Massachusetts","25",4955,48,698,4
2020-03-28,"Massachusetts","25",4257,44,1017,9
2020-03-27,"Massachusetts","25",3240,35,823,10
2020-03-26,"Massachusetts","25",2417,25,579,10
2020-03-25,"Massachusetts","25",1838,15,679,4
2020-03-24,"Massachusetts","25",1159,11,382,2
2020-03-23,"Massachusetts","25",777,9,131,4
2020-03-22,"Massachusetts","25",646,5,121,3
2020-03-21,"Massachusetts","25",525,2,112,1
2020-03-20,"Massachusetts","25",413,1,85,1
2020-03-19,"Massachusetts","25",328,0,72,0
2020-03-18,"Massachusetts","25",256,0,38,0
2020-03-17,"Massachusetts","25",218,0,21,0
2020-03-16,"Massachusetts","25",197,0,33,0
2020-03-15,"Massachusetts","25",164,0,26,0
2020-03-14,"Massachusetts","25",138,0,15,0
2020-03-13,"Massachusetts","25",123,0,15,0
2020-03-12,"Massachusetts","25",108,0,13,0
2020-03-11,"Massachusetts","25",95,0,3,0
2020-03-10,"Massachusetts","25",92,0,51,0
2020-03-09,"Massachusetts","25",41,0,13,0
2020-03-08,"Massachusetts","25",28,0,15,0
2020-03-07,"Massachusetts","25",13,0,5,0
2020-03-06,"Massachusetts","25",8,0,5,0
2020-03-05,"Massachusetts","25",3,0,1,0
2020-03-04,"Massachusetts","25",2,0,0,0
2020-03-03,"Massachusetts","25",2,0,0,0
2020-03-02,"Massachusetts","25",2,0,1,0
2020-03-01,"Massachusetts","25",1,0,0,0
2020-02-29,"Massachusetts","25",1,0,0,0
2020-02-28,"Massachusetts","25",1,0,0,0
2020-02-27,"Massachusetts","25",1,0,0,0
2020-02-26,"Massachusetts","25",1,0,0,0
2020-02-25,"Massachusetts","25",1,0,0,0
2020-02-24,"Massachusetts","25",1,0,0,0
2020-02-23,"Massachusetts","25",1,0,0,0
2020-02-22,"Massachusetts","25",1,0,0,0
2020-02-21,"Massachusetts","25",1,0,0,0
2020-02-20,"Massachusetts","25",1,0,0,0
2020-02-19,"Massachusetts","25",1,0,0,0
2020-02-18,"Massachusetts","25",1,0,0,0
2020-02-17,"Massachusetts","25",1,0,0,0
2020-02-16,"Massachusetts","25",1,0,0,0
2020-02-15,"Massachusetts","25",1,0,0,0
2020-02-14,"Massachusetts","25",1,0,0,0
2020-02-13,"Massachusetts","25",1,0,0,0
2020-02-12,"Massachusetts","25",1,0,0,0
2020-02-11,"Massachusetts","25",1,0,0,0
2020-02-10,"Massachusetts","25",1,0,0,0
2020-02-09,"Massachusetts","25",1,0,0,0
2020-02-08,"Massachusetts","25",1,0,0,0
2020-02-07,"Massachusetts","25",1,0,0,0
2020-02-06,"Massachusetts","25",1,0,0,0
2020-02-05,"Massachusetts","25",1,0,0,0
2020-02-04,"Massachusetts","25",1,0,0,0
2020-02-03,"Massachusetts","25",1,0,0,0
2020-02-02,"Massachusetts","25",1,0,0,0
2020-02-01,"Massachusetts","25",1,0,1,0
2020-05-15,"Michigan","26",49982,4825,493,38
2020-05-14,"Michigan","26",49489,4787,1182,73
2020-05-13,"Michigan","26",48307,4714,361,40
2020-05-12,"Michigan","26",47946,4674,420,90
2020-05-11,"Michigan","26",47526,4584,410,33
2020-05-10,"Michigan","26",47116,4551,381,25
